FP,isFake,SET
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4318-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/18_22893_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-95-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6289-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/16_22905_A_real_A_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22964_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10473_22999_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10491_22991_0.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1725-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-685-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10479_22965_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22962_0.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1402-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-174-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/25_12427_A_real_A_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22868_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3815-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3894-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10493_22999_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/15_22902_A_real_A_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10462_22979_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_23002_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/15_22896_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7724-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10468_22960_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/16_12412_A_real_A_1.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2811-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/17_22893_A_real_A_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/27_12430_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-753-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2069-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22966_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10482_22996_0.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-438-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6266-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-374-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-8017-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22961_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10479_22999_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/23_12413_A_real_A_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/20_22865_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6537-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10495_22987_1.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3104-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-171-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1792-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10470_22973_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12424_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10485_22973_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3547-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10495_22978_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/10_22911_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2225-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4338-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/16_12414_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5314-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1953-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4487-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22903_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/26_22891_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2837-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3736-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/20_12409_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6415-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4667-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1130-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7225-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1499-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/30_22907_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-56-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/12_22866_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5211-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5738-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7904-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10472_22970_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-397-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6648-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10466_22993_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/33_22904_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10480_22997_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/26_22867_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10495_22982_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/3_12421_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3750-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/10_22870_A_real_A_1.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1636-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_22991_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22962_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_22998_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3164-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/30_12425_A_real_A_1.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1561-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10484_23005_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10483_23000_2.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2033-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22975_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5172-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22979_1.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3003-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/26_22890_A_real_A_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10473_22979_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/6_12408_A_real_A_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22965_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_22966_3.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3634-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-283-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6896-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10476_23004_0.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-563-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1619-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22993_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22981_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-448-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10456_22994_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/13_22880_A_real_A_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10468_22966_0.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2816-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-315-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1996-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22979_0.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2455-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_22964_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10468_22967_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_23006_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10491_22978_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/29_12419_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/4_12428_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10484_22997_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22867_A_real_A_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/10_12414_A_real_A_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22998_3.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1451-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22966_3.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2420-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/26_22886_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/10_12408_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2561-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10456_22969_1.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6249-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10455_22995_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1784-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22976_1.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2752-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10468_22989_1.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-924-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3324-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/29_12414_A_real_A_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12434_A_real_A_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10459_23001_1.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4393-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-513-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3044-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6284-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22998_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-758-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/27_12432_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1042-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3723-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7938-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10490_22970_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1332-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-480-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-187-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-664-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5903-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10460_22988_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10469_23002_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-198-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4542-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22974_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3914-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22996_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/29_22865_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1405-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1145-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/29_12411_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4682-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22983_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3179-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10486_22983_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10471_22980_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22894_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2885-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2169-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1353-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/23_12404_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/12_12426_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1161-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/20_22891_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/27_12428_A_real_A_1.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3321-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_23006_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3875-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-124-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-4670-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3947-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-896-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_23004_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2217-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10481_22984_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/19_22877_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3503-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22868_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-410-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10459_22988_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12413_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/1_12401_A_real_A_0.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1439-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-575-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2583-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/14_22906_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1369-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10462_22987_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-200-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/26_22877_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/20_22873_A_real_A_1.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5451-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2883-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/14_22909_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22962_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/2_12430_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-711-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3361-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2263-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_23001_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12404_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1826-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1697-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/13_22908_A_real_A_1.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7470-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/14_12430_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10484_22988_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12409_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-2441-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-889-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/24_22867_A_real_A_1.png,0,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-1539-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5524-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/12_22896_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1146-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/12_12425_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/20_12411_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/27_22894_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1366-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22969_3.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-1646-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/15_12401_A_real_A_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_22960_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5380-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-6678-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2381-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/15_22900_A_real_A_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2863-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22985_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3474-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Beijing_128/10_12422_A_real_A_3.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-3122-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22977_1.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-7880-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-140-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-2572-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10459_23001_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22997_0.png,0,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/16_22874_A_real_A_2.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10466_22961_0.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1740-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-87-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22872_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10471_22995_2.png,0,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-3629-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_22971_2.png,0,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-5953-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Seattle/ema/generated-03-17-2022_15-55-47-414-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-1408-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-3244-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Tacoma/ema/generated-03-17-2022_15-58-00-2476-ema.jpg,1,val
../data/styleGAN-attn-gen/images/Beijing/ema/generated-03-17-2022_15-56-39-558-ema.jpg,1,val
../data/anti-deepfake-data and code/data/authentic/Seattle_128/28_22868_A_real_A_1.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10477_23002_3.png,0,val
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10474_22969_1.png,0,val
