FP,isFake,SET
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_13-48-45-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-05-53-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22907_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10489_22966_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10490_23000_0.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_07-48-51-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-12-37-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-30-31-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-14-39-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10462_22962_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-12-32-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22975_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_05-10-00-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/33_22911_A_real_A_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/4_22895_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/19_12426_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-48-35-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10469_22966_1.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-09-37-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-04-46-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/21_12422_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-44-51-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/27_22902_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-03-20-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-24-16-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-20-28-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10495_22970_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10479_22989_3.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-35-50-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_07-43-28-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10490_22978_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_22979_0.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-36-40-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10459_22961_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10472_23000_2.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-29-45-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10489_22960_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/31_12408_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-32-44-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/13_22876_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10471_22996_0.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_08-06-06-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-24-06-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-14-13-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22996_3.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-31-16-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10460_22984_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/2_12411_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22962_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/16_12432_A_real_A_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10476_22986_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10455_22984_3.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-40-32-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-21-24-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22978_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12410_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/26_12407_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-11-24-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-33-16-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-48-27-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/17_22898_A_real_A_3.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-55-21-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-37-31-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-29-29-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/2_12415_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10483_22984_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22880_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/27_12428_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/19_12427_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-18-27-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_00-59-26-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/15_22873_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-36-30-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/21_12415_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22987_1.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-12-43-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10473_22984_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10467_22959_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12420_A_real_A_3.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-46-43-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/17_22902_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10456_23005_2.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-44-16-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-35-15-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-27-17-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-47-21-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10480_22986_3.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-38-21-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_07-18-17-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22991_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10482_22963_1.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_13-12-02-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/24_22872_A_real_A_3.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-40-12-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-58-38-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-21-48-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-16-25-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-47-17-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_08-02-02-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-01-43-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10458_22984_0.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-48-04-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22982_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22983_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10469_22999_1.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-38-35-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-28-22-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/21_22892_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-35-21-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10473_22969_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22981_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-57-50-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-47-34-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/12_12424_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-29-04-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_00-54-43-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/27_12420_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-47-17-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-15-18-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22872_A_real_A_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/10_22894_A_real_A_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_22985_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_11-33-42-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-56-46-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/2_12433_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-45-52-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10457_22993_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-56-20-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/14_12404_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-11-35-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-19-54-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-39-19-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/3_12406_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_23001_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/16_12410_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-21-48-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-38-44-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/30_12404_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-22-50-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22968_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-23-00-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-37-13-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-03-31-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-18-31-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-47-29-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-20-50-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-52-01-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10485_22970_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10474_22998_0.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_07-13-48-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/13_22901_A_real_A_3.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_07-28-53-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-50-51-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-52-42-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/24_12401_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10469_22980_3.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_06-48-41-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22975_2.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-03-40-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-04-38-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/27_22869_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-39-50-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-53-24-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-06-40-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_05-44-44-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10488_22983_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/5_12423_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10455_22982_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/33_22871_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-26-01-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-51-03-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/19_12413_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_07-54-18-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10466_22979_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10474_22967_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/5_12416_A_real_A_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/22_12406_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10472_22996_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/28_22899_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/1_12423_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-56-29-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-29-12-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10480_22978_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/21_22869_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-30-01-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-48-49-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-06-40-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-05-47-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-22-56-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-07-34-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_04-35-15-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-40-02-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/2_12409_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/28_22903_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-16-58-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/17_22877_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22899_A_real_A_3.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_09-07-26-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10478_22967_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-51-20-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-07-11-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10494_22996_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-30-01-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10460_22972_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_13-04-48-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-21-13-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10470_22987_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10486_23006_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10488_22986_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/14_22903_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/25_22871_A_real_A_1.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-45-36-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-41-23-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12434_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_06-36-00-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-08-06-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10455_22979_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_13-54-13-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-23-56-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10474_22962_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10465_22973_3.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-05-02-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-46-30-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/19_22911_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_07-02-38-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10476_23006_3.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_04-34-01-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-18-21-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/13_12428_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10464_22989_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/11_22872_A_real_A_0.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_04-20-05-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22959_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/22_12425_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10482_22962_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22964_1.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_05-44-45-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_07-22-23-0-ema.jpg,1,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_03-59-41-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10484_22969_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-31-26-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_03-05-49-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_03-24-40-0-ema.jpg,1,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_05-54-03-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_06-57-01-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/28_22902_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Beijing-generated-150/ema/generated-03-13-2022_01-16-46-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22978_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/21_12424_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10454_22989_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10492_22966_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10487_22996_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/6_12404_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/13_22864_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/24_22882_A_real_A_2.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_10-55-06-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10493_22971_0.png,0,train
../data/lightGAN-gen/images/Seattle-generated-150/ema/generated-03-13-2022_01-16-46-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/27_12413_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10461_22985_0.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_05-55-56-0-ema.jpg,1,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/12_22871_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Beijing_128/29_12423_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10493_23001_3.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/21_22894_A_real_A_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/21_22906_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10463_22976_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/12_22870_A_real_A_1.png,0,train
../data/anti-deepfake-data and code/data/authentic/Seattle_128/30_22899_A_real_A_2.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10482_22961_0.png,0,train
../data/anti-deepfake-data and code/data/authentic/Tacoma_128/10495_22976_1.png,0,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-59-05-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_08-06-17-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_12-28-01-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_07-07-18-0-ema.jpg,1,train
../data/lightGAN-gen/images/Tacoma-generated-150/ema/generated-03-13-2022_01-08-40-0-ema.jpg,1,train
